period,air_temperature,dewpoint
13173,13.5,9.6
13174,14.05,9.6
13175,14.6,9.6
13176,15.15,9.45
13177,15.7,9.3
13178,15.75,9.3
13179,15.8,9.3
13180,16.3,8.8
13181,16.8,8.3
13182,16.65,8.2
13183,16.5,8.1
13184,16.4,8.3
13185,16.3,8.5
13186,15.85,8.35
13187,15.4,8.2
13188,14.25,8.1
13189,13.1,8.0
13190,12.6,8.6
13191,12.1,9.2
13192,11.55,9.3
13193,11.0,9.4
13194,10.3,8.95
13195,9.6,8.5
13196,9.5,8.65
13197,9.4,8.8
13198,9.0,8.45
13199,8.6,8.1
13200,8.2,7.75
13201,7.8,7.4
13202,8.0,7.65
13203,8.2,7.9
13204,8.15,7.9
13205,8.1,7.9
13206,8.25,8.05
13207,8.4,8.2
13208,8.55,8.35
13209,8.7,8.5
13210,8.4,8.25
13211,8.1,8.0
13212,8.05,7.9
13213,8.0,7.8
13214,8.25,8.1
13215,8.5,8.4
13216,8.95,8.8
13217,9.4,9.2
13218,10.0,9.6
13219,10.6,10.0
13220,11.2,9.8
13221,11.8,9.6
13222,12.3,9.05
13223,12.8,8.5
13224,12.95,8.3
13225,13.1,8.1
13226,13.2,8.15
13227,13.3,8.2
13228,13.5,8.15
13229,13.7,8.1
13230,13.75,8.1
13231,13.8,8.1
13232,13.65,8.05
13233,13.5,8.0
13234,13.15,8.15
13235,12.8,8.3
13236,11.7,7.85
13237,10.6,7.4
13238,10.15,7.55
13239,9.7,7.7
13240,8.9,7.25
13241,8.1,6.8
13242,8.3,7.25
13243,8.5,7.7
13244,8.35,7.2
13245,8.2,6.7
13246,7.9,6.55
13247,7.6,6.4
13248,7.75,6.45
13249,7.9,6.5
13250,8.0,6.4
13251,8.1,6.3
13252,7.85,5.95
13253,7.6,5.6
13254,7.05,5.45
13255,6.5,5.3
13256,6.85,5.6
13257,7.2,5.9
13258,7.45,5.85
13259,7.7,5.8
13260,7.7,5.75
13261,7.7,5.7
13262,7.6,5.75
13263,7.5,5.8
13264,8.55,6.35
13265,9.6,6.9
13266,10.5,7.0
13267,11.4,7.1
13268,12.15,6.65
13269,12.9,6.2
13270,13.5,6.2
13271,14.1,6.2
13272,14.45,6.25
13273,14.8,6.3
13274,15.3,6.55
13275,15.8,6.8
13276,15.75,7.35
13277,15.7,7.9
13278,15.7,7.9
13279,15.7,7.9
13280,15.5,7.95
13281,15.3,8.0
13282,14.85,7.95
13283,14.4,7.9
13284,13.6,7.95
13285,12.8,8.0
13286,12.6,7.9
13287,12.4,7.8
13288,12.2,7.85
13289,12.0,7.9
13290,11.85,7.9
13291,11.7,7.9
13292,11.3,8.1
13293,10.9,8.3
13294,10.8,8.4
13295,10.7,8.5
13296,10.85,8.35
13297,11.0,8.2
13298,11.1,8.4
13299,11.2,8.6
13300,11.15,9.0
13301,11.1,9.4
13302,11.4,9.7
13303,11.7,10.0
13304,11.95,10.3
13305,12.2,10.6
13306,12.4,10.75
13307,12.6,10.9
13308,12.45,11.2
13309,12.3,11.5
13310,12.5,11.75
13311,12.7,12.0
13312,12.9,12.3
13313,13.1,12.6
13314,13.6,13.05
13315,14.1,13.5
13316,14.45,13.9
13317,14.8,14.3
13318,15.15,14.55
13319,15.5,14.8
13320,15.8,15.1
13321,16.1,15.4
13322,16.4,15.85
13323,16.7,16.3
13324,16.8,16.3
13325,16.9,16.3
13326,16.7,16.15
13327,16.5,16.0
13328,16.5,15.9
13329,16.5,15.8
13330,16.4,15.8
13331,16.3,15.8
13332,16.15,15.65
13333,16.0,15.5
13334,15.85,15.4
13335,15.7,15.3
13336,15.55,15.2
13337,15.4,15.1
13338,15.35,15.05
13339,15.3,15.0
13340,15.2,14.95
13341,15.1,14.9
13342,15.0,14.8
13343,14.9,14.7
13344,14.85,14.65
13345,14.8,14.6
13346,14.8,14.6
13347,14.8,14.6
13348,14.85,14.65
13349,14.9,14.7
13350,14.9,14.7
13351,14.9,14.7
13352,15.0,14.8
13353,15.1,14.9
13354,15.1,14.95
13355,15.1,15.0
13356,14.9,14.8
13357,14.7,14.6
13358,14.45,14.35
13359,14.2,14.1
13360,14.6,14.5
13361,15.0,14.9
13362,15.2,14.6
13363,15.4,14.3
13364,15.6,14.4
13365,15.8,14.5
13366,15.5,14.5
13367,15.2,14.5
13368,15.55,14.95
13369,15.9,15.4
13370,16.4,15.45
13371,16.9,15.5
13372,17.2,15.2
13373,17.5,14.9
13374,17.65,14.2
13375,17.8,13.5
13376,17.1,13.25
13377,16.4,13.0
13378,15.85,13.05
13379,15.3,13.1
13380,14.65,12.95
13381,14.0,12.8
13382,14.0,13.05
13383,14.0,13.3
13384,14.0,13.4
13385,14.0,13.5
13386,13.85,13.45
13387,13.7,13.4
13388,13.6,13.3
13389,13.5,13.2
13390,13.25,13.0
13391,13.0,12.8
13392,13.1,12.9
13393,13.2,13.0
13394,13.15,13.0
13395,13.1,13.0
13396,12.9,12.75
13397,12.7,12.5
13398,12.5,12.3
13399,12.3,12.1
13400,12.45,12.3
13401,12.6,12.5
13402,12.85,12.75
13403,13.1,13.0
13404,13.2,13.15
13405,13.3,13.3
13406,13.4,13.35
13407,13.5,13.4
13408,13.65,13.55
13409,13.8,13.7
13410,13.75,13.3
13411,13.7,12.9
13412,13.15,12.15
13413,12.6,11.4
13414,12.75,11.1
13415,12.9,10.8
13416,13.1,10.65
13417,13.3,10.5
13418,13.1,10.1
13419,12.9,9.7
13420,13.1,9.45
13421,13.3,9.2
13422,13.35,8.6
13423,13.4,8.0
13424,13.15,8.0
13425,12.9,8.0
13426,12.7,7.8
13427,12.5,7.6
13428,12.2,7.85
13429,11.9,8.1
13430,11.5,7.4
13431,11.1,6.7
13432,10.5,6.3
13433,9.9,5.9
13434,9.25,5.7
13435,8.6,5.5
13436,8.45,5.65
13437,8.3,5.8
13438,8.15,5.65
13439,8.0,5.5
13440,7.8,5.4
13441,7.6,5.3
13442,7.35,5.35
13443,7.1,5.4
13444,6.9,5.35
13445,6.7,5.3
13446,6.65,5.3
13447,6.6,5.3
13448,6.5,5.35
13449,6.4,5.4
13450,6.4,5.45
13451,6.4,5.5
13452,6.8,5.9
13453,7.2,6.3
13454,7.4,6.4
13455,7.6,6.5
13456,8.0,6.8
13457,8.4,7.1
13458,9.05,7.35
13459,9.7,7.6
13460,11.2,8.3
13461,12.7,9.0
13462,13.4,8.95
13463,14.1,8.9
13464,14.75,8.85
13465,15.4,8.8
13466,15.75,8.1
13467,16.1,7.4
13468,15.3,7.45
13469,14.5,7.5
13470,15.0,8.0
13471,15.5,8.5
13472,14.85,8.3
13473,14.2,8.1
13474,14.15,8.4
13475,14.1,8.7
13476,13.7,8.5
13477,13.3,8.3
13478,12.85,8.55
13479,12.4,8.8
13480,12.1,8.7
13481,11.8,8.6
13482,11.05,8.45
13483,10.3,8.3
13484,10.1,8.3
13485,9.9,8.3
13486,9.5,8.2
13487,9.1,8.1
13488,9.45,8.45
13489,9.8,8.8
13490,8.9,7.95
13491,8.0,7.1
13492,7.6,6.75
13493,7.2,6.4
13494,7.1,6.45
13495,7.0,6.5
13496,7.1,6.65
13497,7.2,6.8
13498,6.75,6.35
13499,6.3,5.9
13500,6.25,5.95
13501,6.2,6.0
13502,5.85,5.6
13503,5.5,5.2
13504,7.35,7.15
13505,9.2,9.1
13506,10.75,9.35
13507,12.3,9.6
13508,13.15,9.25
13509,14.0,8.9
13510,14.75,8.4
13511,15.5,7.9
13512,16.0,7.8
13513,16.5,7.7
13514,16.2,6.85
13515,15.9,6.0
13516,15.7,6.4
13517,15.5,6.8
13518,15.35,6.35
13519,15.2,5.9
13520,15.05,6.25
13521,14.9,6.6
13522,14.25,6.95
13523,13.6,7.3
13524,13.4,7.7
13525,13.2,8.1
13526,12.5,7.9
13527,11.8,7.7
13528,11.05,7.65
13529,10.3,7.6
13530,10.6,7.9
13531,10.9,8.2
13532,10.55,8.0
13533,10.2,7.8
13534,9.8,7.65
13535,9.4,7.5
13536,9.0,7.3
13537,8.6,7.1
13538,8.3,7.05
13539,8.0,7.0
13540,7.85,7.0
13541,7.7,7.0
13542,7.5,6.85
13543,7.3,6.7
13544,7.3,6.8
13545,7.3,6.9
13546,6.9,6.5
13547,6.5,6.1
13548,6.2,5.85
13549,5.9,5.6
13550,6.5,6.2
13551,7.1,6.8
13552,8.1,7.8
13553,9.1,8.8
13554,9.95,8.9
13555,10.8,9.0
13556,11.45,8.95
13557,12.1,8.9
13558,12.35,9.15
13559,12.6,9.4
13560,12.9,9.5
13561,13.2,9.6
13562,13.5,9.95
13563,13.8,10.3
13564,13.9,10.25
13565,14.0,10.2
13566,14.0,10.2
13567,14.0,10.2
13568,13.9,10.5
13569,13.8,10.8
13570,13.3,10.9
13571,12.8,11.0
13572,12.6,10.9
13573,12.4,10.8
13574,12.35,10.95
13575,12.3,11.1
13576,12.05,10.95
13577,11.8,10.8
13578,11.5,10.55
13579,11.2,10.3
13580,11.05,10.15
13581,10.9,10.0
13582,10.7,9.9
13583,10.5,9.8
13584,10.5,9.9
13585,10.5,10.0
13586,10.5,9.95
13587,10.5,9.9
13588,10.15,9.6
13589,9.8,9.3
13590,9.65,9.2
13591,9.5,9.1
13592,9.25,8.75
13593,9.0,8.4
13594,8.95,8.25
13595,8.9,8.1
13596,8.65,7.8
13597,8.4,7.5
13598,8.35,7.4
13599,8.3,7.3
13600,8.6,7.3
13601,8.9,7.3
13602,10.0,7.5
13603,11.1,7.7
13604,11.45,7.15
13605,11.8,6.6
13606,11.95,6.9
13607,12.1,7.2
13608,12.15,7.1
13609,12.2,7.0
13610,12.5,6.85
13611,12.8,6.7
13612,12.85,6.75
13613,12.9,6.8
13614,12.8,6.25
13615,12.7,5.7
13616,12.5,6.0
13617,12.3,6.3
13618,11.85,6.3
13619,11.4,6.3
13620,10.9,6.5
13621,10.4,6.7
13622,9.95,6.3
13623,9.5,5.9
13624,9.25,5.75
13625,9.0,5.6
13626,8.65,5.45
13627,8.3,5.3
13628,8.1,5.2
13629,7.9,5.1
13630,7.65,5.05
13631,7.4,5.0
13632,7.1,5.0
13633,6.8,5.0
13634,6.65,5.05
13635,6.5,5.1
13636,6.5,5.15
13637,6.5,5.2
13638,5.95,4.75
13639,5.4,4.3
13640,4.95,4.0
13641,4.5,3.7
13642,4.35,3.65
13643,4.2,3.6
13644,4.25,3.7
13645,4.3,3.8
13646,4.75,4.3
13647,5.2,4.8
13648,5.8,5.4
13649,6.4,6.0
13650,7.2,6.25
13651,8.0,6.5
13652,8.95,6.45
13653,9.9,6.4
13654,10.85,6.35
13655,11.8,6.3
13656,12.0,5.9
13657,12.2,5.5
13658,12.65,5.9
13659,13.1,6.3
13660,12.95,5.6
13661,12.8,4.9
13662,12.75,5.75
13663,12.7,6.6
13664,12.5,6.6
13665,12.3,6.6
13666,12.1,6.8
13667,11.9,7.0
13668,11.4,6.9
13669,10.9,6.8
13670,10.1,6.8
13671,9.3,6.8
13672,9.0,6.8
13673,8.7,6.8
13674,8.4,6.4
13675,8.1,6.0
13676,7.55,5.65
13677,7.0,5.3
13678,6.75,5.1
13679,6.5,4.9
13680,6.9,5.1
13681,7.3,5.3
13682,7.45,5.6
13683,7.6,5.9
13684,7.0,5.65
13685,6.4,5.4
13686,6.3,5.3
13687,6.2,5.2
13688,6.15,5.3
13689,6.1,5.4
13690,6.0,5.35
13691,5.9,5.3
13692,6.1,5.55
13693,6.3,5.8
13694,6.5,5.85
13695,6.7,5.9
13696,7.0,6.15
13697,7.3,6.4
13698,7.75,6.5
13699,8.2,6.6
13700,9.85,6.9
13701,11.5,7.2
13702,11.9,6.3
13703,12.3,5.4
13704,12.0,5.0
13705,11.7,4.6
13706,12.15,5.15
13707,12.6,5.7
13708,12.4,5.55
13709,12.2,5.4
13710,11.8,5.15
13711,11.4,4.9
13712,11.05,5.3
13713,10.7,5.7
13714,10.45,5.8
13715,10.2,5.9
13716,10.05,5.55
13717,9.9,5.2
13718,9.75,5.2
13719,9.6,5.2
13720,8.75,4.9
13721,7.9,4.6
13722,8.1,4.85
13723,8.3,5.1
13724,7.8,4.85
13725,7.3,4.6
13726,6.7,4.65
13727,6.1,4.7
13728,5.6,4.35
13729,5.1,4.0
13730,5.05,4.1
13731,5.0,4.2
13732,4.85,4.1
13733,4.7,4.0
13734,4.75,4.05
13735,4.8,4.1
13736,4.6,3.85
13737,4.4,3.6
13738,4.6,3.85
13739,4.8,4.1
13740,4.7,4.05
13741,4.6,4.0
13742,5.05,4.5
13743,5.5,5.0
13744,6.15,5.55
13745,6.8,6.1
13746,7.7,6.15
13747,8.6,6.2
13748,9.35,6.25
13749,10.1,6.3
13750,10.7,6.35
13751,11.3,6.4
13752,11.35,6.35
13753,11.4,6.3
13754,10.85,6.8
13755,10.3,7.3
13756,10.65,7.2
13757,11.0,7.1
13758,10.95,7.25
13759,10.9,7.4
13760,10.45,7.0
13761,10.0,6.6
13762,9.6,6.85
13763,9.2,7.1
13764,8.9,6.75
13765,8.6,6.4
13766,8.6,6.55
13767,8.6,6.7
13768,8.5,6.8
13769,8.4,6.9
13770,8.6,7.15
13771,8.8,7.4
13772,8.65,7.35
13773,8.5,7.3
13774,8.25,7.15
13775,8.0,7.0
13776,7.7,6.85
13777,7.4,6.7
13778,7.5,6.9
13779,7.6,7.1
13780,7.85,7.35
13781,8.1,7.6
13782,8.05,7.6
13783,8.0,7.6
13784,7.8,7.35
13785,7.6,7.1
13786,7.45,7.0
13787,7.3,6.9
13788,7.25,6.85
13789,7.2,6.8
13790,7.4,7.0
13791,7.6,7.2
13792,7.9,7.5
13793,8.2,7.8
13794,8.45,8.0
13795,8.7,8.2
13796,8.85,8.35
13797,9.0,8.5
13798,9.45,8.9
13799,9.9,9.3
13800,10.05,9.1
13801,10.2,8.9
13802,10.1,8.85
13803,10.0,8.8
13804,10.25,9.15
13805,10.5,9.5
13806,10.7,9.0
13807,10.9,8.5
13808,10.95,8.5
13809,11.0,8.5
13810,10.8,8.5
13811,10.6,8.5
13812,10.3,8.55
13813,10.0,8.6
13814,9.8,8.4
13815,9.6,8.2
13816,9.5,8.1
13817,9.4,8.0
13818,9.45,8.0
13819,9.5,8.0
13820,9.5,8.0
13821,9.5,8.0
13822,9.35,7.95
13823,9.2,7.9
13824,9.25,7.95
13825,9.3,8.0
13826,9.35,8.1
13827,9.4,8.2
13828,9.4,8.2
13829,9.4,8.2
13830,9.4,8.15
13831,9.4,8.1
13832,9.45,8.15
13833,9.5,8.2
13834,9.6,8.2
13835,9.7,8.2
13836,9.65,8.2
13837,9.6,8.2
13838,9.65,8.2
13839,9.7,8.2
13840,9.75,8.25
13841,9.8,8.3
13842,10.1,8.45
13843,10.4,8.6
13844,10.8,8.5
13845,11.2,8.4
13846,11.25,8.5
13847,11.3,8.6
13848,11.25,8.45
13849,11.2,8.3
13850,11.45,8.25
13851,11.7,8.2
13852,11.7,8.0
13853,11.7,7.8
13854,11.65,7.5
13855,11.6,7.2
13856,11.45,7.55
13857,11.3,7.9
13858,11.2,8.0
13859,11.1,8.1
13860,10.95,8.1
13861,10.8,8.1
13862,10.6,8.1
13863,10.4,8.1
13864,10.15,7.95
13865,9.9,7.8
13866,9.65,7.5
13867,9.4,7.2
13868,9.35,7.15
13869,9.3,7.1
13870,9.25,7.25
13871,9.2,7.4
13872,9.2,7.5
13873,9.2,7.6
13874,9.2,7.65
13875,9.2,7.7
13876,9.15,7.55
13877,9.1,7.4
13878,9.1,7.2
13879,9.1,7.0
13880,9.05,6.85
13881,9.0,6.7
13882,8.85,6.5
13883,8.7,6.3
13884,8.55,6.35
13885,8.4,6.4
13886,8.4,6.7
13887,8.4,7.0
13888,8.65,7.1
13889,8.9,7.2
13890,9.15,7.05
13891,9.4,6.9
13892,9.8,6.55
13893,10.2,6.2
13894,10.6,6.25
13895,11.0,6.3
13896,11.05,6.45
13897,11.1,6.6
13898,11.6,6.65
13899,12.1,6.7
13900,12.15,6.4
13901,12.2,6.1
13902,11.95,5.7
13903,11.7,5.3
13904,11.45,5.7
13905,11.2,6.1
13906,11.0,6.5
13907,10.8,6.9
13908,10.65,7.15
13909,10.5,7.4
13910,10.35,7.5
13911,10.2,7.6
13912,9.95,7.8
13913,9.7,8.0
13914,9.65,8.05
13915,9.6,8.1
13916,9.5,8.35
13917,9.4,8.6
13918,9.5,8.8
13919,9.6,9.0
13920,9.65,9.1
13921,9.7,9.2
13922,9.7,9.25
13923,9.7,9.3
13924,9.75,9.4
13925,9.8,9.5
13926,9.85,9.55
13927,9.9,9.6
13928,9.95,9.7
13929,10.0,9.8
13930,10.05,9.85
13931,10.1,9.9
13932,10.15,9.9
13933,10.2,9.9
13934,10.25,9.95
13935,10.3,10.0
13936,10.35,10.1
13937,10.4,10.2
13938,10.55,10.3
13939,10.7,10.4
13940,10.75,10.4
13941,10.8,10.4
13942,11.0,10.65
13943,11.2,10.9
13944,11.55,10.95
13945,11.9,11.0
13946,12.2,10.8
13947,12.5,10.6
13948,12.6,10.3
13949,12.7,10.0
13950,12.65,9.9
13951,12.6,9.8
13952,12.4,9.85
13953,12.2,9.9
13954,11.6,10.0
13955,11.0,10.1
13956,11.0,10.2
13957,11.0,10.3
13958,10.75,10.15
13959,10.5,10.0
13960,10.4,9.85
13961,10.3,9.7
13962,10.2,9.45
13963,10.1,9.2
13964,10.1,9.15
13965,10.1,9.1
13966,10.0,9.0
13967,9.9,8.9
13968,9.65,8.75
13969,9.4,8.6
13970,9.35,8.6
13971,9.3,8.6
13972,9.5,8.8
13973,9.7,9.0
13974,9.7,9.0
13975,9.7,9.0
13976,9.75,9.15
13977,9.8,9.3
13978,9.85,9.3
13979,9.9,9.3
13980,9.9,9.35
13981,9.9,9.4
13982,9.8,9.35
13983,9.7,9.3
13984,9.7,9.3
13985,9.7,9.3
13986,9.75,9.4
13987,9.8,9.5
13988,10.05,9.75
13989,10.3,10.0
13990,10.8,9.8
13991,11.3,9.6
13992,11.45,9.05
13993,11.6,8.5
13994,11.75,8.35
13995,11.9,8.2
13996,12.05,8.35
13997,12.2,8.5
13998,12.2,8.6
13999,12.2,8.7
14000,12.3,9.1
14001,12.4,9.5
14002,12.0,8.9
14003,11.6,8.3
14004,11.3,8.5
14005,11.0,8.7
14006,10.85,8.8
14007,10.7,8.9
14008,10.55,8.75
14009,10.4,8.6
14010,10.35,8.5
14011,10.3,8.4
14012,10.25,8.45
14013,10.2,8.5
14014,10.1,8.4
14015,10.0,8.3
14016,9.5,8.05
14017,9.0,7.8
14018,8.6,7.55
14019,8.2,7.3
14020,8.3,7.55
14021,8.4,7.8
14022,8.45,7.8
14023,8.5,7.8
14024,8.6,7.75
14025,8.7,7.7
14026,8.2,7.3
14027,7.7,6.9
14028,7.75,7.05
14029,7.8,7.2
14030,8.0,7.4
14031,8.2,7.6
14032,8.55,7.85
14033,8.9,8.1
14034,9.25,8.3
14035,9.6,8.5
14036,10.65,8.55
14037,11.7,8.6
14038,12.35,8.35
14039,13.0,8.1
14040,13.3,8.35
14041,13.6,8.6
14042,13.75,8.35
14043,13.9,8.1
14044,13.6,7.85
14045,13.3,7.6
14046,13.4,7.4
14047,13.5,7.2
14048,13.0,7.1
14049,12.5,7.0
14050,11.85,6.9
14051,11.2,6.8
14052,10.25,6.8
14053,9.3,6.8
14054,9.0,6.65
14055,8.7,6.5
14056,8.5,6.25
14057,8.3,6.0
14058,8.1,5.85
14059,7.9,5.7
14060,8.15,5.8
14061,8.4,5.9
14062,8.35,6.0
14063,8.3,6.1
14064,8.4,6.15
14065,8.5,6.2
14066,8.5,6.25
14067,8.5,6.3
14068,8.65,6.7
14069,8.8,7.1
14070,8.7,7.4
14071,8.6,7.7
14072,8.7,8.0
14073,8.8,8.3
14074,9.05,8.6
14075,9.3,8.9
14076,9.5,9.2
14077,9.7,9.5
14078,9.85,9.6
14079,10.0,9.7
14080,10.1,9.8
14081,10.2,9.9
14082,10.3,10.0
14083,10.4,10.1
14084,10.85,10.6
14085,11.3,11.1
14086,12.2,11.9
14087,13.1,12.7
14088,13.6,12.75
14089,14.1,12.8
14090,14.25,12.8
14091,14.4,12.8
14092,14.65,13.0
14093,14.9,13.2
14094,15.0,13.25
14095,15.1,13.3
14096,15.1,13.2
14097,15.1,13.1
14098,15.1,13.0
14099,15.1,12.9
14100,15.0,12.95
14101,14.9,13.0
14102,14.9,12.85
14103,14.9,12.7
14104,14.85,12.6
14105,14.8,12.5
14106,14.6,12.45
14107,14.4,12.4
14108,14.15,12.3
14109,13.9,12.2
14110,13.85,12.25
14111,13.8,12.3
14112,13.75,12.3
14113,13.7,12.3
14114,13.5,12.1
14115,13.3,11.9
14116,13.25,11.35
14117,13.2,10.8
14118,13.0,10.45
14119,12.8,10.1
14120,12.7,10.05
14121,12.6,10.0
14122,12.55,9.85
14123,12.5,9.7
14124,12.35,9.7
14125,12.2,9.7
14126,11.95,9.75
14127,11.7,9.8
14128,12.15,9.95
14129,12.6,10.1
14130,12.35,9.3
14131,12.1,8.5
14132,12.25,7.15
14133,12.4,5.8
14134,12.65,5.75
14135,12.9,5.7
14136,13.05,5.6
14137,13.2,5.5
14138,13.6,5.25
14139,14.0,5.0
14140,13.85,5.15
14141,13.7,5.3
14142,13.9,5.45
14143,14.1,5.6
14144,13.7,5.55
14145,13.3,5.5
14146,12.4,5.4
14147,11.5,5.3
14148,10.9,5.5
14149,10.3,5.7
14150,9.95,5.4
14151,9.6,5.1
14152,8.85,5.1
14153,8.1,5.1
14154,7.9,5.05
14155,7.7,5.0
14156,7.35,5.0
14157,7.0,5.0
14158,6.55,4.65
14159,6.1,4.3
14160,5.75,4.1
14161,5.4,3.9
14162,5.6,4.15
14163,5.8,4.4
14164,5.7,4.4
14165,5.6,4.4
14166,5.15,4.1
14167,4.7,3.8
14168,5.3,4.45
14169,5.9,5.1
14170,6.2,5.15
14171,6.5,5.2
14172,6.65,5.3
14173,6.8,5.4
14174,6.95,5.45
14175,7.1,5.5
14176,7.5,5.75
14177,7.9,6.0
14178,8.3,6.3
14179,8.7,6.6
14180,9.45,6.7
14181,10.2,6.8
14182,10.95,6.45
14183,11.7,6.1
14184,11.75,5.55
14185,11.8,5.0
14186,11.7,5.2
14187,11.6,5.4
14188,11.55,5.15
14189,11.5,4.9
14190,11.6,5.25
14191,11.7,5.6
14192,11.6,5.9
14193,11.5,6.2
14194,11.4,6.5
14195,11.3,6.8
14196,11.2,7.05
14197,11.1,7.3
14198,10.95,7.45
14199,10.8,7.6
14200,10.75,7.6
14201,10.7,7.6
14202,10.6,7.8
14203,10.5,8.0
14204,10.4,8.0
14205,10.3,8.0
14206,10.1,8.05
14207,9.9,8.1
14208,9.85,8.15
14209,9.8,8.2
14210,9.55,8.1
14211,9.3,8.0
14212,9.1,7.75
14213,8.9,7.5
14214,8.8,7.4
14215,8.7,7.3
14216,8.7,7.3
14217,8.7,7.3
14218,8.95,7.6
14219,9.2,7.9
14220,9.45,8.35
14221,9.7,8.8
14222,9.75,9.0
14223,9.8,9.2
14224,9.95,9.35
14225,10.1,9.5
14226,10.4,9.85
14227,10.7,10.2
14228,11.05,10.5
14229,11.4,10.8
14230,11.4,10.9
14231,11.4,11.0
14232,11.55,11.15
14233,11.7,11.3
14234,11.9,11.45
14235,12.1,11.6
14236,12.25,11.5
14237,12.4,11.4
14238,10.6,9.65
14239,8.8,7.9
14240,8.75,8.0
14241,8.7,8.1
14242,8.65,8.1
14243,8.6,8.1
14244,8.3,7.75
14245,8.0,7.4
14246,7.6,7.05
14247,7.2,6.7
14248,7.05,6.5
14249,6.9,6.3
14250,6.8,6.0
14251,6.7,5.7
14252,6.35,5.5
14253,6.0,5.3
14254,5.8,5.1
14255,5.6,4.9
14256,5.4,4.65
14257,5.2,4.4
14258,4.85,4.0
14259,4.5,3.6
14260,4.35,3.55
14261,4.2,3.5
14262,4.4,3.6
14263,4.6,3.7
14264,4.45,3.55
14265,4.3,3.4
14266,4.2,3.3
14267,4.1,3.2
14268,3.8,2.9
14269,3.5,2.6
14270,3.6,2.8
14271,3.7,3.0
14272,3.85,2.95
14273,4.0,2.9
14274,4.4,3.15
14275,4.8,3.4
14276,5.7,3.95
14277,6.6,4.5
14278,7.55,5.0
14279,8.5,5.5
14280,9.6,5.95
14281,10.7,6.4
14282,10.9,6.25
14283,11.1,6.1
14284,10.95,5.55
14285,10.8,5.0
14286,10.8,4.9
14287,10.8,4.8
14288,10.3,4.65
14289,9.8,4.5
14290,9.15,4.7
14291,8.5,4.9
14292,7.95,4.85
14293,7.4,4.8
14294,7.15,4.5
14295,6.9,4.2
14296,6.7,4.05
14297,6.5,3.9
14298,6.2,3.65
14299,5.9,3.4
14300,5.75,3.4
14301,5.6,3.4
14302,5.3,3.35
14303,5.0,3.3
14304,4.95,3.5
14305,4.9,3.7
14306,4.7,3.7
14307,4.5,3.7
14308,4.6,3.85
14309,4.7,4.0
14310,4.8,4.15
14311,4.9,4.3
14312,5.3,4.75
14313,5.7,5.2
14314,5.9,5.4
14315,6.1,5.6
14316,6.25,5.8
14317,6.4,6.0
14318,6.55,6.2
14319,6.7,6.4
14320,7.1,6.8
14321,7.5,7.2
14322,8.4,7.8
14323,9.3,8.4
14324,10.05,8.15
14325,10.8,7.9
14326,11.55,8.1
14327,12.3,8.3
14328,12.95,8.6
14329,13.6,8.9
14330,14.0,9.1
14331,14.4,9.3
14332,14.4,9.7
14333,14.4,10.1
14334,14.7,10.15
14335,15.0,10.2
14336,14.75,10.25
14337,14.5,10.3
14338,13.8,10.4
14339,13.1,10.5
14340,12.3,10.4
14341,11.5,10.3
14342,11.3,10.35
14343,11.1,10.4
14344,11.3,10.55
14345,11.5,10.7
14346,11.45,10.65
14347,11.4,10.6
14348,11.45,10.55
14349,11.5,10.5
14350,11.45,10.4
14351,11.4,10.3
14352,11.35,10.25
14353,11.3,10.2
14354,11.3,10.2
14355,11.3,10.2
14356,11.25,10.2
14357,11.2,10.2
14358,11.15,10.35
14359,11.1,10.5
14360,11.25,10.6
14361,11.4,10.7
14362,11.25,10.7
14363,11.1,10.7
14364,10.9,10.6
14365,10.7,10.5
14366,10.65,10.45
14367,10.6,10.4
14368,10.65,10.5
14369,10.7,10.6
14370,10.8,10.7
14371,10.9,10.8
14372,11.2,11.1
14373,11.5,11.4
14374,12.05,11.85
14375,12.6,12.3
14376,13.0,12.1
14377,13.4,11.9
14378,14.1,12.05
14379,14.8,12.2
14380,15.1,12.1
14381,15.4,12.0
14382,15.15,12.1
14383,14.9,12.2
14384,14.95,12.3
14385,15.0,12.4
14386,14.9,12.3
14387,14.8,12.2
14388,14.45,12.05
14389,14.1,11.9
14390,13.9,12.0
14391,13.7,12.1
14392,13.6,12.05
14393,13.5,12.0
14394,13.25,11.9
14395,13.0,11.8
14396,12.95,11.65
14397,12.9,11.5
14398,12.8,11.5
14399,12.7,11.5
14400,12.55,11.6
14401,12.4,11.7
14402,12.45,11.75
14403,12.5,11.8
14404,12.4,11.8
14405,12.3,11.8
14406,12.25,11.8
14407,12.2,11.8
14408,11.85,11.45
14409,11.5,11.1
14410,11.3,10.95
14411,11.1,10.8
14412,11.1,10.8
14413,11.1,10.8
14414,11.0,10.75
14415,10.9,10.7
14416,10.9,10.7
14417,10.9,10.7
14418,10.85,10.7
14419,10.8,10.7
14420,10.75,10.6
14421,10.7,10.5
14422,10.95,10.75
14423,11.2,11.0
14424,11.35,11.15
14425,11.5,11.3
14426,11.85,11.3
14427,12.2,11.3
14428,12.8,11.0
14429,13.4,10.7
14430,13.8,10.6
14431,14.2,10.5
14432,13.95,9.9
14433,13.7,9.3
14434,12.75,9.2
14435,11.8,9.1
14436,10.75,8.8
14437,9.7,8.5
14438,9.8,8.85
14439,9.9,9.2
14440,10.1,9.15
14441,10.3,9.1
14442,9.85,8.65
14443,9.4,8.2
